RED_IZO;pocet studentu;skolni rok;pocet pc;pocet notebooku;wifi;pocet uceben
600099938;31;2024/25;7;23;1;3
600040135;105;2024/25;0;20;1;4
600035174;120;2024/25;0;5;1;5
600005089;591;2024/25;68;39;1;32
600006301;104;2024/25;28;0;1;7
600036804;84;2024/25;0;7;1;4
600097579;255;2024/25;30;31;1;21
668000040;32;2024/25;2;2;1;2
600115054;83;2024/25;0;9;1;3
600022978;139;2024/25;26;9;1;19
600004775;520;2024/25;93;0;1;31
600145620;19;2024/25;0;1;1;3
600038980;107;2024/25;0;0;1;5
600082415;46;2024/25;0;3;1;3
600115411;98;2024/25;5;5;1;4
691001383;108;2024/25;0;5;1;5
691005273;50;2024/25;0;0;1;3
600005674;481;2024/25;109;49;1;24
600001300;261;2024/25;24;22;1;17
600076962;21;2024/25;0;0;1;1
600111695;70;2024/25;0;3;1;3
600016676;381;2024/25;175;12;1;56
600111717;99;2024/25;0;0;1;5
600057127;125;2024/25;5;0;1;5
600056759;117;2024/25;0;5;1;5
600131378;72;2024/25;1;2;1;3
600080919;10;2024/25;0;4;1;1
600109372;20;2024/25;0;1;1;1
600039897;973;2024/25;105;301;1;50
600127346;80;2024/25;15;15;1;5
691011877;32;2024/25;0;0;0;2
600117103;447;2024/25;37;40;1;23
600043207;882;2024/25;80;40;1;44
600105610;50;2024/25;0;3;1;2
600122247;400;2024/25;70;76;1;33
600144534;161;2024/25;3;21;1;8
691005460;25;2024/25;0;0;1;2
691013551;70;2024/25;0;0;1;3
600131815;257;2024/25;46;43;1;14
600131734;44;2024/25;12;12;1;4
600110401;22;2024/25;0;0;1;1
600105717;25;2024/25;0;0;0;1
691000191;168;2024/25;0;13;1;7
600109909;44;2024/25;0;12;1;2
600114619;25;2024/25;0;0;0;1
691005656;20;2024/25;0;10;1;1
600043321;27;2024/25;0;0;1;2
600043789;37;2024/25;1;2;1;2
691011346;142;2024/25;0;16;1;6
691013071;22;2024/25;0;1;0;1
600135365;35;2024/25;0;1;1;2
600052885;136;2024/25;2;0;1;6
691000336;107;2024/25;0;6;1;5
600040895;130;2024/25;0;0;1;6
600046362;439;2024/25;50;65;1;23
600127621;375;2024/25;56;102;1;26
600008118;115;2024/25;24;40;1;7
600084221;43;2024/25;0;1;1;2
691008442;40;2024/25;0;0;1;4
600006034;227;2024/25;16;43;1;10
691000981;38;2024/25;0;0;1;2
600126285;20;2024/25;0;0;1;1
600004813;93;2024/25;0;3;1;4
600001466;135;2024/25;18;32;1;10
600146260;20;2024/25;0;2;1;1
600056571;165;2024/25;0;13;1;7
600056813;25;2024/25;0;0;1;1
600081206;22;2024/25;0;4;1;1
600063496;38;2024/25;0;2;1;2
600056996;43;2024/25;0;0;0;2
600126561;24;2024/25;0;1;1;1
600039625;125;2024/25;1;5;1;5
600117537;34;2024/25;0;2;1;3
600080820;111;2024/25;5;0;1;5
600039978;59;2024/25;0;3;1;3
600000397;18;2024/25;0;1;1;1
691004617;35;2024/25;0;0;1;2
600121275;90;2024/25;0;4;1;4
600040046;152;2024/25;2;0;1;6
600039919;545;2024/25;41;80;1;31
600123227;16;2024/25;0;5;1;1
600035506;132;2024/25;0;0;0;6
691005371;123;2024/25;0;60;1;6
671100769;151;2024/25;0;7;1;7
691002347;77;2024/25;0;9;1;4
600037681;137;2024/25;0;20;1;7
691002941;10;2024/25;0;0;1;1
600082717;96;2024/25;0;0;1;4
600075851;41;2024/25;0;1;1;2
600098796;9;2024/25;0;0;0;2
691014370;22;2024/25;1;0;1;1
600106063;25;2024/25;0;20;1;2
600103161;71;2024/25;0;5;1;3
600038025;127;2024/25;3;2;1;12
600126242;26;2024/25;0;1;1;1
650046072;175;2024/25;16;24;1;14
600127206;50;2024/25;0;11;1;2
600098800;47;2024/25;0;3;1;2
600052923;97;2024/25;0;0;1;5
600040828;102;2024/25;6;4;1;4
600000303;53;2024/25;0;0;1;2
691003637;56;2024/25;0;0;1;5
600005500;303;2024/25;17;27;1;15
610350854;24;2024/25;2;0;0;2
600075494;26;2024/25;0;0;1;2
600011178;183;2024/25;22;24;1;10
600111504;22;2024/25;0;0;1;1
650013743;54;2024/25;15;24;1;6
600043975;94;2024/25;0;0;1;5
691000123;30;2024/25;2;2;1;2
600112098;63;2024/25;3;3;1;3
610451219;230;2024/25;15;0;1;11
600117251;51;2024/25;5;7;0;3
600116689;35;2024/25;0;3;1;2
600116638;190;2024/25;8;4;1;10
600005071;715;2024/25;210;47;1;32
600020177;87;2024/25;4;9;1;11
600039587;124;2024/25;3;5;1;5
600145794;42;2024/25;0;0;1;2
600039731;90;2024/25;0;2;1;4
600006158;100;2024/25;20;12;1;12
691016054;43;2024/25;0;11;1;3
600004830;452;2024/25;86;67;1;21
600040071;187;2024/25;0;0;1;8
600020665;856;2024/25;107;60;1;35
600004643;777;2024/25;228;52;1;48
691016135;20;2024/25;0;0;1;1
600137732;163;2024/25;0;12;1;7
691006679;54;2024/25;0;0;1;4
691007179;15;2024/25;0;0;0;1
600044505;605;2024/25;56;108;1;26
600036952;96;2024/25;0;0;1;4
600005062;96;2024/25;18;16;1;13
600082814;22;2024/25;0;10;1;1
600036961;165;2024/25;0;4;1;7
600037851;99;2024/25;0;14;1;5
650068238;61;2024/25;0;4;1;5
600079180;65;2024/25;0;0;1;3
691000425;77;2024/25;0;0;1;4
600041077;570;2024/25;57;63;1;28
600081729;223;2024/25;38;37;1;15
600037215;746;2024/25;24;126;1;40
600037282;605;2024/25;86;120;1;34
600039501;101;2024/25;0;0;1;5
691006113;19;2024/25;0;0;1;2
600020983;91;2024/25;28;10;1;15
600037576;105;2024/25;0;14;1;4
691004897;30;2024/25;0;0;1;5
691004722;18;2024/25;0;0;1;2
661000168;200;2024/25;0;0;1;8
650072731;35;2024/25;0;0;1;2
600001148;192;2024/25;0;60;1;9
600084825;98;2024/25;0;58;1;6
600137317;48;2024/25;0;2;1;2
600036405;99;2024/25;0;24;1;4
600036529;71;2024/25;0;25;1;3
691006229;22;2024/25;0;0;1;3
600036651;111;2024/25;0;16;1;4
691006792;15;2024/25;0;0;1;1
600120155;49;2024/25;0;15;1;3
600140938;756;2024/25;32;94;1;49
691014655;15;2024/25;0;0;0;1
691016151;51;2024/25;0;4;1;3
600040984;160;2024/25;4;0;1;6
600020851;38;2024/25;3;31;1;6
600036251;247;2024/25;0;0;1;10
650060369;201;2024/25;27;21;1;13
600036766;110;2024/25;0;5;1;4
600045064;37;2024/25;0;0;1;2
600005534;654;2024/25;41;21;1;40
600126447;14;2024/25;0;1;1;2
600112110;55;2024/25;7;4;1;7
691008035;30;2024/25;0;0;1;3
600127028;35;2024/25;0;0;1;2
600127311;77;2024/25;15;20;1;5
600006549;343;2024/25;42;13;1;27
600145760;68;2024/25;0;2;0;3
600053342;434;2024/25;25;79;1;24
600048721;26;2024/25;1;0;1;1
600048845;47;2024/25;2;0;1;2
600091864;15;2024/25;1;1;1;3
691003432;21;2024/25;0;9;1;1
600004520;574;2024/25;155;12;1;32
600005275;541;2024/25;40;25;1;23
600092496;29;2024/25;0;10;1;3
600091651;20;2024/25;1;0;1;1
600006107;234;2024/25;26;15;1;14
600036120;649;2024/25;88;81;1;33
600035425;158;2024/25;6;0;1;7
600005691;588;2024/25;64;46;1;30
600007723;169;2024/25;20;2;1;15
600037614;84;2024/25;0;2;1;5
600037690;163;2024/25;0;20;1;7
600038432;329;2024/25;41;26;1;21
600037657;90;2024/25;1;0;1;4
600036260;109;2024/25;0;3;1;4
600040658;103;2024/25;0;0;1;4
600107507;118;2024/25;0;20;1;5
691015651;12;2024/25;0;0;1;2
600008436;670;2024/25;148;96;1;49
600117731;73;2024/25;0;3;1;3
600117740;18;2024/25;0;1;1;1
600015378;437;2024/25;50;10;1;24
600081842;160;2024/25;20;50;1;12
600037371;362;2024/25;35;95;1;32
600021114;133;2024/25;26;35;1;14
600005178;643;2024/25;59;606;1;43
600060331;37;2024/25;12;4;1;5
600027937;65;2024/25;8;28;1;16
600014355;877;2024/25;210;105;1;83
600037631;269;2024/25;0;0;1;14
610450671;440;2024/25;0;65;1;19
650033060;97;2024/25;0;44;1;6
600093077;40;2024/25;0;6;1;2
600055787;175;2024/25;1;52;1;17
600038408;837;2024/25;90;120;1;49
600038530;878;2024/25;57;88;1;40
600062210;110;2024/25;2;36;1;7
600062015;137;2024/25;10;40;1;13
600113990;651;2024/25;55;67;1;35
600039153;663;2024/25;27;115;1;37
600127630;252;2024/25;46;18;1;17
600055884;104;2024/25;17;28;1;9
600019861;1054;2024/25;116;77;1;83
691004056;36;2024/25;4;30;1;5
600014363;940;2024/25;140;135;1;70
691012415;512;2024/25;160;50;1;40
600015149;588;2024/25;66;60;0;38
600117766;21;2024/25;0;1;1;1
691012431;693;2024/25;240;82;1;71
691008108;21;2024/25;0;11;1;1
691008353;15;2024/25;0;1;1;1
600117782;19;2024/25;0;1;1;1
600114228;419;2024/25;59;66;1;22
600014436;293;2024/25;20;34;1;18
600114333;52;2024/25;8;18;1;4
600070425;220;2024/25;18;64;1;16
600072771;331;2024/25;0;3;1;15
600073149;94;2024/25;5;38;1;8
600017486;420;2024/25;96;15;1;28
600001792;175;2024/25;1;65;1;11
600114112;503;2024/25;40;68;1;32
691002584;640;2024/25;18;0;1;9
600040640;206;2024/25;0;0;1;8
600040674;187;2024/25;0;0;1;8
691014914;44;2024/25;3;28;1;7
600055191;53;2024/25;0;0;1;3
600055469;66;2024/25;0;2;1;3
600061493;333;2024/25;75;94;1;32
600052974;120;2024/25;0;0;1;5
691014159;47;2024/25;0;0;1;4
691013063;402;2024/25;27;65;1;21
600015467;927;2024/25;36;154;1;48
600117791;40;2024/25;1;0;1;2
651014646;243;2024/25;20;57;1;12
651017459;378;2024/25;137;59;1;20
600117855;98;2024/25;0;8;1;4
600055728;59;2024/25;0;29;1;6
600117936;37;2024/25;0;0;0;2
600062104;36;2024/25;14;11;1;6
600012590;347;2024/25;101;37;1;24
600117961;76;2024/25;0;0;1;4
600014461;381;2024/25;64;109;1;27
600060969;106;2024/25;2;6;1;6
600146766;254;2024/25;63;27;1;15
691006105;39;2024/25;0;0;1;2
600014967;185;2024/25;10;34;1;33
600070531;597;2024/25;24;68;1;44
600015459;1069;2024/25;260;13;1;68
691000832;456;2024/25;27;114;1;27
600042961;272;2024/25;12;27;1;15
600130622;36;2024/25;3;28;1;5
600107281;67;2024/25;0;1;1;3
600042839;47;2024/25;0;2;1;2
600055868;89;2024/25;12;18;1;11
600018181;131;2024/25;30;37;1;8
600001784;203;2024/25;25;30;1;16
600014924;295;2024/25;101;24;1;29
600011666;525;2024/25;73;5;1;31
600014321;518;2024/25;255;84;1;44
600014339;192;2024/25;70;32;1;23
600001661;306;2024/25;0;51;1;25
600059260;88;2024/25;4;73;1;8
600001806;162;2024/25;22;74;1;13
600072886;45;2024/25;8;6;1;3
600078426;547;2024/25;55;103;1;35
600015441;590;2024/25;152;58;1;52
600014452;212;2024/25;64;67;1;14
600078400;555;2024/25;34;105;1;31
600104702;661;2024/25;57;82;1;38
600114431;143;2024/25;20;25;1;13
691011320;28;2024/25;0;0;1;1
650043243;69;2024/25;3;39;1;6
600071413;401;2024/25;20;49;1;28
600055914;105;2024/25;16;42;1;10
600090361;60;2024/25;9;1;1;4
600018202;297;2024/25;93;20;1;22
600054624;536;2024/25;90;90;1;30
600111270;40;2024/25;9;5;1;3
600054829;193;2024/25;20;35;1;24
600107248;72;2024/25;0;3;1;3
650039831;163;2024/25;40;109;1;16
600018199;755;2024/25;130;32;1;48
691003319;20;2024/25;0;2;1;1
600014410;593;2024/25;146;53;1;31
600069788;842;2024/25;102;111;1;44
600014398;714;2024/25;129;51;1;51
650061748;47;2024/25;8;16;1;5
600061515;60;2024/25;17;3;1;6
691014434;55;2024/25;0;5;1;2
600014487;478;2024/25;70;60;1;33
600055809;247;2024/25;22;50;1;15
600131742;37;2024/25;0;32;1;4
600107485;70;2024/25;0;3;1;3
600059308;90;2024/25;0;55;1;8
600063763;83;2024/25;19;22;1;9
600125742;103;2024/25;12;8;1;8
600069613;222;2024/25;48;26;1;12
610550900;72;2024/25;27;53;1;11
600085350;28;2024/25;0;2;1;2
600055841;815;2024/25;64;98;1;47
600069532;712;2024/25;55;185;1;35
668000538;218;2024/25;1;1;1;13
651011434;64;2024/25;18;3;1;5
600069605;148;2024/25;24;55;1;12
600125769;260;2024/25;5;39;1;16
600078442;213;2024/25;31;15;1;16
600130151;404;2024/25;0;79;1;27
600015572;88;2024/25;19;0;1;9
691000131;49;2024/25;2;0;1;2
650041623;208;2024/25;14;17;1;13
650039424;181;2024/25;52;45;1;22
600011674;613;2024/25;89;61;1;43
600059294;98;2024/25;17;14;1;6
600107655;100;2024/25;2;5;1;5
600078396;361;2024/25;63;128;1;31
600046281;28;2024/25;2;17;1;2
600069702;435;2024/25;45;73;1;32
600059103;340;2024/25;40;52;1;28
600011739;592;2024/25;136;73;1;32
600107779;46;2024/25;0;6;1;2
600142671;65;2024/25;10;46;1;6
691005303;61;2024/25;2;1;1;3
600025624;82;2024/25;26;19;1;18
600015611;386;2024/25;62;50;1;33
650027892;104;2024/25;15;64;1;12
691006342;20;2024/25;0;1;1;1
650055713;53;2024/25;10;25;1;3
600106969;84;2024/25;0;10;1;4
600015491;179;2024/25;15;30;1;11
600011682;478;2024/25;130;113;1;38
600088596;523;2024/25;67;90;1;27
600015513;513;2024/25;151;48;1;29
650054652;213;2024/25;37;35;1;14
691011656;20;2024/25;0;1;0;1
600139701;27;2024/25;0;1;1;2
600063887;428;2024/25;27;134;1;40
600140466;71;2024/25;0;27;1;10
600140806;140;2024/25;20;20;1;10
691007233;37;2024/25;0;0;1;2
600009076;284;2024/25;23;6;1;18
600025331;73;2024/25;10;32;1;15
600077411;436;2024/25;30;239;1;29
691007454;32;2024/25;0;11;1;2
600139000;59;2024/25;0;15;1;7
650013875;197;2024/25;22;42;1;15
600139867;46;2024/25;0;0;1;2
600070514;374;2024/25;25;65;1;18
600069761;664;2024/25;54;94;1;35
650038835;184;2024/25;20;33;1;19
663103266;43;2024/25;0;0;1;2
600011577;349;2024/25;170;40;1;25
600061418;169;2024/25;0;67;1;13
600069630;1022;2024/25;0;189;1;58
600070484;363;2024/25;26;153;1;22
600149889;87;2024/25;0;37;1;5
600138119;275;2024/25;38;77;1;19
600171132;383;2024/25;38;7;1;15
600054438;162;2024/25;31;57;1;16
600027171;19;2024/25;10;8;1;7
600113906;51;2024/25;9;19;1;4
600110711;148;2024/25;9;20;1;7
600056465;24;2024/25;0;0;1;1
600015505;142;2024/25;10;10;1;3
600116964;34;2024/25;4;12;1;3
600140831;185;2024/25;17;10;1;15
600026825;70;2024/25;5;11;1;12
600140865;337;2024/25;28;34;1;21
600041905;103;2024/25;20;42;1;10
600059391;168;2024/25;28;20;1;14
600088782;176;2024/25;24;38;1;11
600077381;476;2024/25;43;114;1;25
600072860;588;2024/25;15;100;1;31
600100383;57;2024/25;20;17;1;6
650052595;75;2024/25;3;13;1;7
600100529;369;2024/25;24;44;1;21
600083837;371;2024/25;20;202;1;20
600008461;213;2024/25;37;19;1;17
600108520;163;2024/25;2;12;1;15
600054942;44;2024/25;16;30;1;10
600114538;479;2024/25;96;55;1;26
600149862;85;2024/25;0;45;1;6
600006913;472;2024/25;50;50;1;24
691012644;76;2024/25;0;18;1;7
610200381;625;2024/25;195;150;1;58
600077349;644;2024/25;60;60;0;31
600145115;474;2024/25;25;90;1;33
600012000;323;2024/25;112;96;1;20
600015092;601;2024/25;94;63;1;33
691009601;787;2024/25;37;140;1;46
600082920;515;2024/25;56;54;1;33
600012077;206;2024/25;21;68;1;30
600099784;35;2024/25;0;8;1;2
691000565;407;2024/25;45;31;1;27
650053672;187;2024/25;22;60;1;19
600083934;543;2024/25;52;315;1;75
600077705;258;2024/25;65;176;1;41
600083896;174;2024/25;2;32;1;23
600170136;831;2024/25;98;30;1;30
600047547;124;2024/25;0;27;1;9
600039404;452;2024/25;59;93;1;19
600171639;133;2024/25;35;104;1;22
600097536;679;2024/25;34;130;1;40
600019918;476;2024/25;50;166;1;24
600171370;457;2024/25;155;101;1;36
650063929;305;2024/25;38;29;1;24
600069648;751;2024/25;111;117;1;41
600027155;143;2024/25;22;50;1;7
600140822;173;2024/25;15;16;1;15
600011046;175;2024/25;0;48;1;14
600099717;22;2024/25;0;1;1;1
600023621;125;2024/25;29;78;1;23
600100456;103;2024/25;1;29;1;10
600012026;413;2024/25;55;60;1;24
691003491;91;2024/25;0;4;1;4
600100057;54;2024/25;0;0;1;3
600092348;149;2024/25;15;62;1;16
600015025;121;2024/25;17;17;1;30
600015246;232;2024/25;57;30;1;14
600015319;208;2024/25;16;45;1;9
600017036;280;2024/25;13;291;1;18
600017079;327;2024/25;154;32;1;27
600014479;336;2024/25;54;80;1;39
600170730;645;2024/25;69;50;1;51
600014517;256;2024/25;62;36;1;23
600070387;91;2024/25;0;45;1;5
600012891;643;2024/25;44;188;1;44
600100600;140;2024/25;16;16;1;13
650030486;24;2024/25;0;10;1;1
600069681;616;2024/25;124;71;1;31
600069508;469;2024/25;95;160;1;40
600025641;295;2024/25;42;81;0;29
600069753;1089;2024/25;127;140;1;55
600070361;141;2024/25;12;37;1;8
600014941;552;2024/25;64;5;1;32
600001750;59;2024/25;13;25;1;10
600124797;20;2024/25;0;1;1;1
600014959;283;2024/25;124;31;1;24
600012875;484;2024/25;61;40;1;30
600059685;21;2024/25;0;1;1;1
600027180;35;2024/25;9;23;1;7
691015392;16;2024/25;0;0;1;2
600051536;109;2024/25;0;0;1;5
600118096;75;2024/25;1;8;1;6
600118436;75;2024/25;7;44;1;6
600100634;744;2024/25;86;70;1;39
600015033;534;2024/25;37;56;1;35
600017231;211;2024/25;18;22;1;16
600118444;57;2024/25;7;4;1;5
600017770;321;2024/25;46;53;1;30
600118487;421;2024/25;30;150;1;34
650064852;85;2024/25;10;6;1;7
610500627;23;2024/25;1;2;1;6
600067343;40;2024/25;0;10;1;4
600020088;452;2024/25;75;40;1;25
600085660;503;2024/25;25;104;1;27
600013626;839;2024/25;110;30;1;55
600099946;28;2024/25;0;1;0;2
600130584;106;2024/25;5;20;1;5
600027074;22;2024/25;4;6;1;3
600012867;287;2024/25;42;72;1;18
600100073;20;2024/25;0;0;1;1
600015289;401;2024/25;58;11;1;19
600085465;15;2024/25;1;6;1;3
600015297;345;2024/25;71;22;1;18
651035741;109;2024/25;42;8;1;6
651039681;75;2024/25;16;10;1;12
691001171;37;2024/25;1;0;1;3
691001669;35;2024/25;2;2;1;3
691001685;44;2024/25;0;0;1;2
691001871;50;2024/25;0;5;1;2
600072002;825;2024/25;50;30;1;35
691002126;68;2024/25;0;0;1;3
651015227;90;2024/25;8;52;1;7
600015106;176;2024/25;30;40;1;18
600015068;246;2024/25;48;21;1;16
600019349;499;2024/25;60;38;1;34
600059162;267;2024/25;17;48;1;25
600020631;13;2024/25;41;0;1;4
600025667;78;2024/25;2;52;1;18
600026647;15;2024/25;0;2;1;2
600026531;43;2024/25;9;29;1;11
691013896;79;2024/25;13;17;1;5
691012610;42;2024/25;0;0;1;2
691012377;103;2024/25;0;11;1;6
691011699;30;2024/25;0;0;0;2
600046290;83;2024/25;15;10;1;6
691011681;20;2024/25;0;0;0;1
691009929;15;2024/25;0;10;1;1
691002436;56;2024/25;0;0;1;2
691003688;50;2024/25;0;6;1;4
600001385;211;2024/25;23;2;1;12
691003203;49;2024/25;0;10;1;3
691006661;20;2024/25;0;0;1;2
600012115;697;2024/25;53;101;1;37
691007438;18;2024/25;0;0;1;2
691008213;15;2024/25;1;0;1;1
600001709;251;2024/25;29;50;1;17
600147975;71;2024/25;2;20;1;6
600148521;173;2024/25;34;39;1;18
691010846;103;2024/25;0;20;1;6
600025756;68;2024/25;1;38;1;19
600010856;392;2024/25;0;96;1;15
600107001;70;2024/25;0;4;1;3
600171078;365;2024/25;58;61;1;14
600026655;12;2024/25;10;10;1;6
600026990;29;2024/25;0;0;1;2
600026671;92;2024/25;31;17;1;25
600105679;127;2024/25;0;0;1;6
600027091;104;2024/25;15;11;1;25
600027295;128;2024/25;12;100;1;29
600171361;622;2024/25;61;27;1;25
650003578;247;2024/25;20;16;1;12
600018245;339;2024/25;173;4;1;32
671102877;64;2024/25;0;4;1;3
600018253;594;2024/25;128;55;1;78
600018270;495;2024/25;220;51;1;50
600018296;185;2024/25;50;22;1;28
600138453;243;2024/25;33;52;1;22
600019942;269;2024/25;34;30;1;16
600025314;72;2024/25;8;40;1;12
691011605;49;2024/25;2;15;1;7
600106748;75;2024/25;0;5;1;3
600025730;62;2024/25;14;30;1;11
600096203;738;2024/25;28;90;1;39
600010767;184;2024/25;32;71;1;7
600107302;50;2024/25;0;0;0;2
600107493;87;2024/25;0;4;1;4
600010082;119;2024/25;41;10;1;6
600106985;88;2024/25;1;4;1;4
600130347;481;2024/25;129;85;1;31
600015076;351;2024/25;40;30;1;32
600015050;466;2024/25;30;122;1;31
600014991;392;2024/25;40;60;1;32
600015475;288;2024/25;72;29;1;15
600052541;90;2024/25;0;4;1;4
600015483;562;2024/25;70;44;1;25
600015866;340;2024/25;33;38;1;20
600020525;362;2024/25;52;5;1;22
600025349;72;2024/25;2;27;1;19
600025381;65;2024/25;16;2;1;6
600098451;45;2024/25;1;0;1;3
600149200;94;2024/25;0;4;1;4
600148416;174;2024/25;0;52;1;12
600025390;34;2024/25;10;46;1;6
610250574;1322;2024/25;514;227;1;82
600025578;46;2024/25;24;70;1;13
600025586;38;2024/25;0;15;1;7
600078051;122;2024/25;0;0;1;6
600054748;106;2024/25;0;15;1;6
600054039;46;2024/25;0;20;1;2
651016029;340;2024/25;104;74;1;27
600025608;80;2024/25;15;44;1;12
600015530;465;2024/25;60;56;1;39
600097561;376;2024/25;0;65;1;26
600015548;747;2024/25;320;52;1;37
600018113;995;2024/25;67;32;1;93
600059146;585;2024/25;42;127;1;37
600018164;606;2024/25;157;8;1;56
600018211;433;2024/25;36;45;1;23
600016056;333;2024/25;32;95;1;24
600096220;57;2024/25;12;10;1;7
600118002;32;2024/25;0;0;1;2
600118011;88;2024/25;0;10;1;4
691005389;1124;2024/25;60;60;1;60
600078183;47;2024/25;0;6;1;2
600138232;67;2024/25;0;18;1;3
600118037;24;2024/25;0;0;0;1
600011216;914;2024/25;62;94;1;57
600148581;556;2024/25;60;45;1;32
600027228;63;2024/25;31;69;1;15
600025748;35;2024/25;0;30;1;6
600025772;117;2024/25;18;65;1;17
600118592;163;2024/25;28;50;1;12
600107884;64;2024/25;0;3;1;3
600171051;808;2024/25;390;29;1;38
691012741;173;2024/25;0;26;1;12
600138186;308;2024/25;21;42;1;29
600042057;155;2024/25;0;61;1;11
691013951;98;2024/25;24;20;1;11
691015317;105;2024/25;0;29;1;8
691014591;54;2024/25;0;0;1;4
600133842;654;2024/25;105;90;1;44
600078078;130;2024/25;0;0;1;6
600125751;88;2024/25;0;34;1;5
600011615;295;2024/25;39;40;1;20
691003246;192;2024/25;0;20;1;8
600118045;40;2024/25;0;6;1;2
650051238;166;2024/25;46;20;1;15
600118100;26;2024/25;1;1;1;1
600141942;47;2024/25;0;10;1;2
600118177;198;2024/25;0;18;1;9
650036361;59;2024/25;12;16;1;6
600118185;81;2024/25;0;2;1;4
600007308;459;2024/25;17;133;1;32
600062155;983;2024/25;44;135;1;63
650026080;118;2024/25;9;39;1;10
600095355;45;2024/25;0;10;0;2
600101967;210;2024/25;24;23;1;17
600095452;89;2024/25;0;0;1;4
600095461;42;2024/25;0;4;1;2
600012581;340;2024/25;119;84;1;26
600102041;659;2024/25;100;130;1;61
600114007;443;2024/25;13;37;1;26
600060586;128;2024/25;32;31;1;14
600078205;89;2024/25;0;6;1;4
600010015;466;2024/25;104;90;1;27
600130339;773;2024/25;51;159;1;44
600134164;339;2024/25;44;52;1;24
600099164;114;2024/25;15;51;1;13
600064514;293;2024/25;30;10;1;21
600124436;183;2024/25;36;22;1;16
650026322;356;2024/25;91;133;1;31
650048431;57;2024/25;6;17;1;4
600072452;78;2024/25;0;5;1;6
600145158;479;2024/25;35;129;1;35
600124282;98;2024/25;1;48;1;8
600095533;79;2024/25;0;0;1;4
600095819;38;2024/25;0;0;1;2
600095908;34;2024/25;0;0;1;2
600096076;238;2024/25;43;14;1;17
600096149;254;2024/25;39;64;1;14
600096424;77;2024/25;0;42;1;7
600096262;252;2024/25;46;46;1;22
600124002;240;2024/25;16;15;1;22
600096432;48;2024/25;15;23;1;6
600096467;58;2024/25;25;15;1;5
600024024;400;2024/25;24;52;1;17
600096513;486;2024/25;47;70;1;27
600096611;406;2024/25;29;30;1;23
600010104;1143;2024/25;243;210;1;102
669000086;21;2024/25;0;0;1;2
691015686;28;2024/25;0;0;1;1
600017265;359;2024/25;79;56;1;25
600078604;45;2024/25;0;22;1;3
600143562;97;2024/25;0;10;1;4
600073106;77;2024/25;0;46;1;7
691004293;97;2024/25;0;29;1;8
600063372;103;2024/25;0;0;1;4
600010422;210;2024/25;56;14;1;30
600016536;656;2024/25;169;84;1;60
600134091;96;2024/25;16;20;1;7
600124347;443;2024/25;56;113;1;35
600048942;80;2024/25;13;10;1;4
600138381;245;2024/25;13;48;1;13
600016269;475;2024/25;76;22;1;37
650014987;103;2024/25;20;4;1;8
691000891;76;2024/25;0;4;1;4
650051548;252;2024/25;30;8;1;17
600098869;59;2024/25;0;4;1;6
600061531;322;2024/25;47;86;1;23
600102408;503;2024/25;34;66;1;31
600030211;0;2024/25;21;6;1;4
600144542;86;2024/25;1;8;1;4
691003165;382;2024/25;40;38;1;29
600010112;368;2024/25;202;16;1;30
691002959;119;2024/25;3;3;1;5
600118240;187;2024/25;0;7;1;8
600052940;331;2024/25;0;34;1;15
600017737;341;2024/25;90;20;1;28
600044424;355;2024/25;25;40;1;20
674000501;182;2024/25;0;3;1;8
600118266;137;2024/25;0;3;1;6
600130843;225;2024/25;17;58;1;16
600118274;40;2024/25;0;0;0;2
600016480;462;2024/25;36;48;1;40
600145018;232;2024/25;35;52;1;21
650045980;280;2024/25;23;76;1;16
600019454;295;2024/25;59;4;1;21
600022315;29;2024/25;0;40;1;4
600020649;189;2024/25;59;4;1;21
600041042;139;2024/25;0;0;1;6
663100593;137;2024/25;0;7;1;7
600144810;673;2024/25;70;112;1;33
600050831;496;2024/25;17;32;1;30
600138593;379;2024/25;65;53;1;27
691006423;225;2024/25;0;30;1;12
650063325;213;2024/25;18;25;1;14
600010473;306;2024/25;30;103;1;35
600148378;235;2024/25;30;36;1;20
600010554;635;2024/25;60;43;1;35
600118312;53;2024/25;7;20;1;4
600125475;78;2024/25;0;20;1;5
674000536;177;2024/25;0;26;1;8
600113949;138;2024/25;9;41;1;8
691008337;56;2024/25;0;0;1;3
614400601;293;2024/25;49;55;1;26
600118339;50;2024/25;11;5;1;3
600099075;101;2024/25;10;15;1;5
600083659;133;2024/25;15;71;1;15
600130070;228;2024/25;14;20;1;15
600129705;17;2024/25;0;0;1;1
600129799;312;2024/25;0;0;1;14
600130142;185;2024/25;24;33;1;21
600095703;113;2024/25;0;0;1;5
600130193;481;2024/25;30;61;1;28
600130410;25;2024/25;0;14;1;3
691012504;24;2024/25;0;0;1;1
600118207;104;2024/25;0;10;1;5
600053318;133;2024/25;0;56;1;14
650023021;312;2024/25;46;68;1;28
600014851;294;2024/25;141;16;1;34
600118304;51;2024/25;6;7;1;6
600118231;55;2024/25;0;0;0;2
600016633;568;2024/25;111;25;1;37
691007322;92;2024/25;14;16;1;10
600171272;706;2024/25;58;39;1;45
600059855;20;2024/25;0;1;0;1
600026493;79;2024/25;5;42;1;6
600060080;26;2024/25;0;4;1;1
600060101;18;2024/25;1;0;1;1
650039777;17;2024/25;0;0;1;1
600124754;22;2024/25;0;0;1;1
600130240;169;2024/25;22;83;1;13
